270,0,0,0,0,0,0,2,1,0,2,1,2,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,2,3,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0
0,282,5,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,276,0,7,0,0,0,2,0,1,0,0,1,1,0,0,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,1
0,2,4,261,7,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,7
0,7,16,6,241,0,0,0,7,0,3,0,0,0,2,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,1,2,0,1,0,0,0,0,1,1,0,1,1,1,0,2
0,0,0,0,0,286,0,1,0,0,0,0,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,2,0,0,0,244,0,3,0,1,3,10,0,0,0,0,0,0,10,10,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,242,0,14,3,4,0,0,0,14,1,6,0,0,0,1,2,1,1,0,2,1,0,0,3,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0
0,5,4,0,12,0,1,0,259,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,3,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,7,0,1,0
1,0,0,0,0,0,0,17,0,255,4,0,0,0,1,4,0,1,0,0,1,1,2,0,1,0,4,0,0,0,5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0,1,0,1,0,0,1,271,0,0,2,3,3,1,0,0,1,1,0,1,2,1,1,1,0,2,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
0,0,2,0,0,0,1,2,0,1,4,236,4,2,2,2,2,2,0,11,15,0,1,0,0,0,1,0,3,0,1,0,3,0,4,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,1,1,0,0,0,0,285,1,0,0,1,1,0,0,1,0,1,3,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,0,0
0,0,1,0,0,0,0,1,0,0,4,0,1,282,0,1,1,1,0,0,2,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,1,0,0,0,0,0,2,6,0,0,267,1,0,1,0,1,4,0,0,9,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,0,0,0,0,0,0,5,0,1,6,0,0,0,0,267,3,1,0,0,0,1,2,1,1,0,0,0,1,0,0,1,1,0,0,4,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2,0,2,1,2,4,3,1,9,265,3,0,0,0,0,0,1,2,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,8,0,1,1,0,3,2,0,0,1,261,0,0,4,0,0,0,0,1,2,5,2,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,2,10,3,0,1,0,1,0,1,0,0,0,0,0,0,0,256,0,1,0,0,0,1,5,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,1,0,0,1,2
1,0,0,0,1,0,2,0,1,0,2,1,0,0,1,2,0,1,0,281,2,0,0,0,1,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,2,0,0,0,2,0,0,2,8,6,4,2,4,0,0,1,0,5,258,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1,2,5,0,0,0,1,3,0,1,2,2,0,260,6,0,4,1,5,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,7,0,6,0,0,0,2,0,2,0,1,0,3,0,2,253,1,7,0,0,0,5,0,1,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,1,1,0,1,1,3,1,4,2,4,0,0,0,3,0,0,273,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,3,0,0,0,0,3,0,1,5,0,0,4,1,6,0,0,0,0,1,9,5,4,242,0,2,2,1,0,2,0,1,2,2,2,0,0,0,0,0,1,1,0,0,0
0,3,0,14,8,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,267,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0
1,0,1,0,2,0,0,5,4,7,4,1,0,0,0,9,1,3,0,0,1,4,5,0,1,1,233,2,3,0,3,0,2,2,0,2,0,0,2,0,0,1,0,0,0,0
1,3,0,0,1,0,1,1,1,2,1,2,1,0,0,2,0,3,0,2,2,0,1,1,0,0,0,264,1,1,0,0,0,1,0,0,1,0,1,3,1,0,0,0,1,1
0,0,2,1,0,0,0,1,0,1,1,1,0,0,0,5,2,0,0,4,0,5,3,1,1,3,4,4,252,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,1
4,0,0,0,0,7,0,0,0,0,0,0,3,2,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,267,1,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,9,0,7,4,0,2,7,1,0,0,6,0,1,2,3,1,1,5,0,2,0,0,0,239,0,4,0,1,0,0,2,0,0,0,0,1,0,0,0
0,3,0,16,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,1,0,3,0,0,265,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4,0,0,0,0,0,0,1,1,0,1,0,7,2,0,1,0,4,0,1,0,0,0,0,0,0,0,1,0,1,0,0,273,0,2,0,0,0,0,0,0,0,0,1,0,0
0,0,5,1,0,0,0,0,4,2,1,0,0,1,2,0,0,1,1,0,0,1,0,0,1,16,2,0,1,0,2,2,0,251,0,0,0,0,0,0,0,0,5,0,1,0
9,0,2,2,0,1,1,1,0,0,0,6,2,0,2,0,1,2,0,5,0,0,0,1,0,1,1,1,5,7,0,0,4,0,245,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,2,0,2,1,0,0,2,0,4,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,1,0,282,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,0,1,1,1,0,2,0,0
0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,2,2,3,1,1,0,0
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,18,266,1,0,1,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,287,1,1,3,0,6
0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5,12,2,1,266,4,2,0,0
0,2,1,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,4,2,0,1,272,3,0,1
0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,3,0,1,285,0,2
0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,288,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,1,1,0,289
